Laurel Crime Reports,,,,,,,,,,,,,,
,7/16/23,THEFT FROM AUTO,14900 Blk Baltimore Ave ,An unknown suspect broke into a vehicle and stole multiple items. ,,,,,,,,,,
,7/16/23,THEFT FROM AUTO,800 Blk Eighth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,7/17/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplfting and fleeing the scene. ,,,,,,,,,,
,7/18/23,STOLEN VEHICLE,14500 Blk Greenview Dr\,A Ford was reported stolen by unknown means.,,,,,,,,,,
,7/18/23,BREAK IN REPORT,14800 Blk Willow Run Ln,A vacant home was broken into and appliances were destroyed.,,,,,,,,,,
,7/18/23,THEFT REPORT,14200 Blk Baltimore Ave,A female was observed shoplfting and fleeing the scene. ,,,,,,,,,,
,7/18/23,THEFT ,14700 Blk Baltimore Ave,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/18/23,STOLEN VEHICLE - RECOVERED,8000 Blk Cherry Ln ,A stolen Kia was recovered. ,,,,,,,,,,
,7/20/23,THEFT REPORT,300 Blk Domer St,Electronics were stolen.,,,,,,,,,,
,7/20/23,THEFT REPORT,14100 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/20/23,Stabbing,9100 Blk Marshall Ave,"A victim was stabbed multiple times, sustaining non-life-threatening injuries. ",,,,,,,,,,
,7/21/23,Attempted Auto Theft,600 Blk Washington Blvd ,A male was observed attempting to break into vehicles. ,,,,,,,,,,
,7/21/23,THEFT FROM AUTO,800 Blk Eighth St ,An airbag was stolen from a vehicle. ,,,,,,,,,,
,7/21/23,THEFT REPORT,8200 Blk Harvest Bend Ln,Electronics were stolen.,,,,,,,,,,
,7/22/23,DUI Arrest,Laurel Ave / Second St ,A male was arrested for driving under the influence. ,,,,,,,,,,
,7/22/23,PEDESTRIAN STRUCK,9600 Blk Fort Meade Rd,A male intentionally struck a female with a vehicle and she was transported to the hospital with non-life-threatening injuries. ,,,,,,,,,,
,7/22/23,ACCIDENT,14600 Blk Philip Ct,Two victims were cut with a box cutter. ,,,,,,,,,,
,7/22/23,Stolen Package,800 Blk Fifth St,A package was stolen.,,,,,,,,,,
,7/22/23,THEFT REPORT,15100 Blk Baltimore Ave,Vehicle keys were stolen.,,,,,,,,,,
,7/23/23,Stabbing,800 Blk Second St,A victim was stabbed during an altercation. ,,,,,,,,,,
,7/23/23,DUI Arrest,9100 Blk Scott Adam Ct,A male was arrested for driving under the influence. ,,,,,,,,,,
,7/23/23,Armed Robbery,800 Blk Fifth St,A victim was robbed at knife point.,,,,,,,,,,
,7/23/23,Stolen Vehicle,1 Blk Morris Dr ,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,7/24/23,THEFT REPORT,14700 Blk Baltimore Ave,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/24/23,Robbery and Assault,800 Blk Fifth St,A victim was assaulted and robbed. ,,,,,,,,,,
,7/24/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/25/23,THEFT FROM AUTO,800 Blk Karen Ct,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,7/25/23,VANDALISM,1 Blk Morris Dr ,A vehicle was vandalized.,,,,,,,,,,
,7/25/23,Stolen Package,14300 Blk West Side Blvd ,A package was stolen.,,,,,,,,,,
,7/25/23,Stolen Vehicle,800 Blk Fifth St,A Kia was stolen by unknown means. ,,,,,,,,,,
,7/25/23,THEFT REPORT,14800 Blk Baltimore Ave,Electronics were stolen.,,,,,,,,,,
,7/25/23,THEFT REPORT,15100 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/26/23,VANDALISM,400 Blk Main St,A vehicle was vandalized.,,,,,,,,,,
,7/26/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/26/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,7/27/23,STOLEN VEHICLE,900 Blk Park Ave ,A Kia was reported stolen by unknown means.,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,7300 Blk Archsine Ln,Four vehicles were broken into and items were stolen. ,,,,,,,,,,
,7/27/23,BREAK IN,14800 Blk Willow Run Ln,A model home was broken into and items were stolen. ,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,7700 Blk Stratfield Ln,A handicap placard was stolen out of a vehicle.,,,,,,,,,,
,7/27/23,THEFT FROM AUTO,15000 Blk Cherrywood Dr,A purse was stolen out of an unsecure vehicle. ,,,,,,,,,,
,7/27/23,VANDALISM,9300 Blk Spring House Ln,An unknown suspect attempted to steal a Kia via popped ignition. ,,,,,,,,,,
,7/27/23,THEFT REPORT,14300 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,14700 Blk Baltimore Ave,A Honda was reported stolen by unknown means. ,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,500 Blk Main St ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,7/28/23,STOLEN VEHICLE,1 Blk Main St,A Chevy truck was reported stolen by unknown means. ,,,,,,,,,,
,7/29/23,STOLEN VEHICLE,9600 Blk Fort Meade Rd,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,7/29/23,ATTEMPTED STOLEN VEHICLE,9300 Blk Spring House Ln,An unknown suspect attempted to steal a Kia via popped ignition.,,,,,,,,,,
,7/29/23,STOLEN VEHICLE,14700 Blk Fourth St,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,7/29/23,THEFT REPORT,14200 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,7/29/23,THEFT REPORT,14100 Blk Baltimore Ave,A male fled without paying for services.,,,,,,,,,,
,7/29/23,ATTEMPTED STOLEN VEHICLE,200 Blk Fort Meade Rd ,An unknown suspect attempted to steal a Hyundai via popped ignition.,,,,,,,,,,
,7/29/23,STRONG ARMED ROBBERY,15100 Blk Baltimore Ave ,The victim was assaulted and robbed. ,,,,,,,,,,
,7/31/23,SOUND OF SHOTS ,800 Blk Second St ,Citizens reported sounds of shots. ,,,,,,,,,,
,7/31/23,THEFT REPORT,200 Blk Lyons Creek Dr,Building materials were stolen. ,,,,,,,,,,
,7/31/23,THEFT REPORT,14200 Blk Baltimore Ave,Electronics were stolen. ,,,,,,,,,,
,8/1/23,ROBBERY,14600 Blk Laurel Bowie Rd ,Two males broke into an ATM.,,,,,,,,,,
,8/1/23,THEFT FROM AUTO,14900 Blk Ashford Pl,Electronics were stolen from a vehicle. ,,,,,,,,,,
,8/1/23,RECOVERED STOLEN VEHICLE,600 Blk Main St ,A stolen Chevy was recovered. ,,,,,,,,,,
,8/1/23,THEFT FROM AUTO,8300 Blk Ashford Blvd ,Multiple tools were stolen from a vehicle. ,,,,,,,,,,
,8/2/23,THEFT FROM AUTO,6900 Blk Andersons Way,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,8/2/23,THEFT FROM AUTO,Millbrook Ln / Old Sandy Spring Rd,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,8/2/23,RECOVERED STOLEN VEHICLE,15800 Blk Millbrook Ln,A stolen Hyundai was recovered. ,,,,,,,,,,
,8/2/23,STOLEN PACKAGE,900 Blk Park Ave,A package was stolen.,,,,,,,,,,
,8/2/23,THEFT REPORT,15100 Blk Baltimore Ave,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/3/23,THEFT FROM AUTO,1100 Blk Fourth St,A firearm was stolen from a vehicle.,,,,,,,,,,
,8/3/23,THEFT REPORT,300 Blk Prince George St,Power tools were stolen out of a residence. ,,,,,,,,,,
,8/4/23,ROBBERY,600 Blk Seventh St,A business was robbed by three unknown suspects.,,,,,,,,,,
,8/4/23,STOLEN VEHICLE,14900 Blk Baltimore Ave ,A Kia was reported stolen by unknown means.,,,,,,,,,,
,8/4/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/4/23,THEFT REPORT,6900 Blk Van Dusen Rd,Electronics were stolen. ,,,,,,,,,,
,8/5/23,ATTEMPTED STOLEN VEHICLE,14800 Blk Fourth St,An unknown suspect attempted to steal a Hyundai via popped ignition.,,,,,,,,,,
,8/5/23,THEFT REPORT,320 Blk Prince George St,Power tools were stolen out of a residence. ,,,,,,,,,,
,8/5/23,DUI ARREST,8100 Blk Sandy Spring Rd,A male was arrested for driving under the influence.,,,,,,,,,,
,8/6/23,RECOVERED STOLEN VEHICLE,Elaine Ct / Scott Adam Ct,A stolen Hyundai was recovered. ,,,,,,,,,,
,8/6/23,STOLEN VEHICLE,14700 Blk Shiloh Ct,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/6/23,STOLEN VEHICLE,1430 Blk Chapel Cove Ct,A motorcycle was reported stolen by unknown means. ,,,,,,,,,,
,8/7/23,THEFT REPORT,14700 Blk Baltimore Ave ,Personal bank information was stolen from the victim's purse. ,,,,,,,,,,
,8/7/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/8/23,THEFT REPORT,300 Blk Domer Ave,Power tools were stolen. ,,,,,,,,,,
,8/8/23,THEFT FROM AUTO,100 Blk Irving St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,8/9/23,THEFT REPORT,14200 Blk Baltimore Ave ,Two females were observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/10/23,THEFT FROM AUTO,15100 Blk Baltimore Ave,Money was stolen from a vehicle.,,,,,,,,,,
,8/11/23,STOLEN VEHICLE,800 Blk Fifth St,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/11/23,STOLEN VEHICLE,8000 Blk Ashford Blvd,,,,,,,,,,,
,8/12/23,THEFT FROM AUTO,14700 Blk Fourth St,All four tires were stolen off of a vehicle. ,,,,,,,,,,
,8/13/23,RECOVERED STOLEN VEHICLE,100 Blk Woodland Ct,A stolen Kia was recovered.,,,,,,,,,,
,8/13/23,STOLEN VEHICLE,1 Blk Post Office Ave ,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,8/13/23,THEFT REPORT,600 Blk Washington Blvd ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/13/23,STOLEN VEHICLE,100 Blk Woodland Ct ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/15/23,STABBING,9100 Blk Scott Adam Ct,A victim was transported to the hospital with non-life-threatening stab wounds. ,,,,,,,,,,
,8/15/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,8/16/23,THEFT FROM AUTO,7900 Blk Laurel Lakes Ct,Multiple vehicles were broken into and items were stolen. ,,,,,,,,,,
,8/16/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,8/17/23,STOLEN VEHICLE,14700 Blk Fourth St,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,8/17/23,ATTEMPTED STOLEN VEHICLE,7600 Blk South Arbory Ln,An unknown suspect attempted to steal a Hyundai via popped ignition.,,,,,,,,,,
,8/17/23,ATTEMPTED STOLEN VEHICLE,100 Blk Bowie Rd,An unknown suspect attempted to steal a Hyundai via popped ignition.,,,,,,,,,,
,8/17/23,THEFT FROM AUTO,Cherry Ln / Fourth St,A firearm was stolen from a vehicle.,,,,,,,,,,
,8/17/23,THEFT FROM AUTO,8200 Blk Harvest Bend Ln,A  wallet was stolen from a vehicle. ,,,,,,,,,,
,8/18/23,THEFT FROM AUTO,1000 Blk Marton St,A tag was stolen off of a Trailer.,,,,,,,,,,
,8/18/23,ARREST SHOPLIFITING,1000 Blk Fairlawn ST,A male was arrested for shoplifting. ,,,,,,,,,,
,8/19/23,DUI ARREST,500 Blk Talbott Ave ,A male was arrested for driving under the influence.,,,,,,,,,,
,8/19/23,STOLEN VEHICLE,6900 Blk Andersons Way ,A Lexus was reported stolen by unknown means. ,,,,,,,,,,
,8/20/23,STOLEN VEHICLE,7600 Blk Woodbine Dr,A BMW was reported stolen by unknown means.,,,,,,,,,,
,8/21/23,STOLEN VEHICLE,15700 Blk Dorset Rd ,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,8/21/23,ATTEMPTED STOLEN VEHICLE,14000 Blk Briston St,An unknown suspect attempted to steal a Hyundai via popped ignition. ,,,,,,,,,,
,8/22/23,THEFT REPORT,14700 blk Baltimore Ave ,Groceries were stolen.,,,,,,,,,,
,8/22/23,STOLEN VEHICLE,9400 Blk Trevino Ter,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/22/23,ATTEMPTED STOLEN VEHICLE,14100 Blk William St ,An unknown suspect attempted to steal a Hyundai by popped ignition.,,,,,,,,,,
,8/22/23,THEFT REPORT,14100 Blk Baltimore Ave,Electronics were stolen. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,14800 Blk Belle Ami Dr,A Kia was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,VANDALISM,14100 Blk West Side Blvd ,An unknown suspect attempted to steal a Hyundai by popped ignition.,,,,,,,,,,
,8/23/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,THEFT REPORT,7900 Blk Braygreen Rd,A purse was stolen. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,8200 Blk Harvest Bend Ln ,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,8200 Blk Harvest Bend Ln ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,THEFT REPORT,9600 Blk Fort Meade Rd,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,200 Blk Fort Meade Rd ,A Dodge was reported stolen by unknown means. ,,,,,,,,,,
,8/23/23,THEFT REPORT,9600 Blk Fort Meade Rd,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,100 Blk Ninth St ,Bank information was stolen from a vehicle. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,100 Blk Ninth St,Bank information was stolen from a vehicle. ,,,,,,,,,,
,8/24/23,STOLEN VEHICLE,100 Blk Saint Marys Pl,A Golf Cart was stolen by an unknown suspect.,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,9600 Blk Fort Meade Rd ,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,800 Blk Fifth St,A bookbag was stolen from a vehicle.,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,500 Blk Talbott Ave ,Electronics and tools were stolen from a vehicle.,,,,,,,,,,
,8/25/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St,An unknown suspect attempted to steal a Kia by popped ignition.,,,,,,,,,,
,8/25/23,THEFT REPORT,14800 Blk Baltimore Ave ,A bike was stolen.,,,,,,,,,,
,8/25/23,VHEICLE COLLISION WITH INJURIES,9700 Blk Fort Meade Rd,A driver was transported to the hospital following a vehicle accident. ,,,,,,,,,,
,8/25/23,THEFT REPORT,300 Blk Montrose Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/25/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed was observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/25/23,THEFT FROM AUTO,14600 Blk Laurel Pl,A registration plate was stolen off of a vehicle.,,,,,,,,,,
,8/25/23,STOLEN VEH,14100 Blk Bowsprit Ln ,An Infiniti was reported stolen by unknown means. ,,,,,,,,,,
,8/26/23,FATAL VEHICLE COLLISION,800 Blk Kay Ct ,"A vehicle ran into a residence, causing a fatality.",,,,,,,,,,
,8/26/23,THEFT FROM AUTO,900 Blk Park Hill Rd,Two vehicles were broken into and items were stolen.,,,,,,,,,,
,8/26/23,ATTEMPTED STOLEN VEHICLE,14300 Blk West Side Blvd ,An unknown suspect attempted to steal a Kia by popped ignition.,,,,,,,,,,
,8/26/23,THEFT FROM AUTO,600 Blk Prince George St,Electronics were stolen from a vehicle.,,,,,,,,,,
,8/26/23,THEFT REPORT,14200 Blk Baltimore Ave ,A group were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/26/23,THEFT FROM AUTO,800 Blk Fifth St,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,14700 Blk Fourth St,Multiple vehicles were vandalized and items were stolen.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd ,All four tires were stolen off of a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A package was stolen from a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A handicap placard was stolen from a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A registration plate was stolen off of a vehicle.,,,,,,,,,,
,8/27/23,THEFT REPORT,14700 Blk Fourth St,A storage unit was broken into.,,,,,,,,,,
,8/28/23,ARMED ROBBERY,7900 Blk Braygreen Rd ,A victim was robbed at gunpoint.,,,,,,,,,,
,8/28/23,TAMPERING,9600 Blk Fort Meade Rd,An unknown suspect attempted to steal an ATM.,,,,,,,,,,
,8/28/23,THEFT REPORT,600 Blk Seventh St,Two males were observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/28/23,THEFT REPORT,7800 Blk Contee Rd,Parts were stolen off of a vehicle.,,,,,,,,,,
,8/30/23,STOLEN VEHICLE,14000 Blk Vista Dr ,A Toyota was reported stolen by unknown means.,,,,,,,,,,
,8/30/23,THEFT REPORT,600 Blk Seventh St ,A purse was stolen. ,,,,,,,,,,
,8/31/23,ATTEMPTED VEHICLE THEFT,800 Blk Fifth St,An unknown suspect attempted to break into a vehicle. ,,,,,,,,,,
,8/31/23,ATTEMPTED VEHICLE THEFT,14700 Blk Fourth St ,An unknown suspect attempted Steal a Hyundai by popped ignition. ,,,,,,,,,,
,9/1/23,THEFT FROM AUTO,800 Blk Fifth St,A vehicle was broken into and a handicap placard were stolen. ,,,,,,,,,,
,9/1/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two females were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/1/23,MOTORCYCLE ACCIDENT ,100 Blk Washington Blvd,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/2/23,STOLEN VEHICLE,14200 Blk Oxford Dr,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/2/23,MOTORCYCLE ACCIDENT,Carroll Ave / Washington Blvd ,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/2/23,MOTORCYCLE ACCIDENT ,Sandy Spring Rd / Van Dusen Rd,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/3/23,THEFT FROM AUTO,8300 Blk Ashford Blvd,Three vehicles were broken into and had items stolen. ,,,,,,,,,,
,9/4/23,THEFT FROM AUTO,400 Blk Marshall Ct,A vehicle was broken into and power tools were stolen. ,,,,,,,,,,
,9/4/23,THEFT REPORT,300 Blk Domer St,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/4/23,THEFT REPORT,15100 Blk Baltimore Ave,Money was stolen. ,,,,,,,,,,
,9/4/23,THEFT FROM AUTO,300 Blk Montrose Ave,Bank cards were stolen out of a vehicle. ,,,,,,,,,,
,9/4/23,STOLEN VEHICLE,14000 Blk Korba Pl,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/4/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/4/23,ARMED ROBBERY,14700 Blk Baltimore Ave,Three suspects robbed a business at gunpoint.  ,,,,,,,,,,
,9/5/23,STOLEN VEHICLE,14700 Blk Normandy Ct ,A Toyota was reported stolen by unknown means. ,,,,,,,,,,
,9/5/23,RECOVERED STOLEN VEHICLE,14300 Blk Dover Ct,Multiple stolen vehicles were recovered at this location. ,,,,,,,,,,
,9/5/23,RECOVERED STOLEN VEHICLE,7900 Blk Bayshore Dr,A stolen Kia was recovered. ,,,,,,,,,,
,9/6/23,THEFT FROM AUTO,300 Blk Montrose Ave,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,9/6/23,STOLEN VEHICLE,13600 Blk Baltimore Ave ,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,9/6/23,THEFT FROM AUTO,300 Blk Montrose ,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,9/7/23,STOLEN VEHICLE,14000 Blk Vista Dr ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/7/23,STOLEN VEHICLE,800 Blk Fifth St,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/7/23,PACKAGE THEFT,800 Blk Fifth St,A package was stolen.,,,,,,,,,,
,9/7/23,THEFT REPORT,14300 Blk Baltimore Ave,Power tools were stolen.,,,,,,,,,,
,9/7/23,THEFT REPORT,7900 Blk Braygreen Rd,Items were stolen from a residence. ,,,,,,,,,,
,9/7/23,ATTEMPTED VEHICLE THEFT,8100 Blk Sandy Spring Rd,An unknown suspect attempted to steal a Hyundai by damaged ignition. ,,,,,,,,,,
,9/7/23,ATTEMPTED VEHICLE THEFT,900 Blk Nichols Dr ,An unknown suspect attempted to steal a Kia by damaged ignition. ,,,,,,,,,,
,9/8/23,STOLEN VEHICLE,1 Blk Main St,A Chevy was reported stolen by unknown means. ,,,,,,,,,,
,9/8/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/9/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/10/23,THEFT REPORT,Wheatland Pl / Ashford Blvd,Liquor was stolen.,,,,,,,,,,
,9/10/23,STOLEN VEHICLE,7800 Blk Contee Rd ,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,9/10/23,RECOVERED STOLEN VEHICLE,7800 Blk Contee Rd,A stolen Honda was recovered.,,,,,,,,,,
,9/10/23,ARMED CARJACKING,14600 Blk Laurel Bowie Rd,A victim was carjacked at gunpoint.,,,,,,,,,,
,9/11/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,9/11/23,ASSAULT,9100 Blk Elaine Ct ,An unknown suspect attacked a female with a knife.,,,,,,,,,,
,9/11/23,RECOVERED STOLEN VEHICLE,7800 Blk Sandy Spring Rd,A stolen trailer was recovered.,,,,,,,,,,
,9/11/23,THEFT REPORT,14700 Blk Baltimore Ave,A backpack was stolen.,,,,,,,,,,
,9/12/23,RECOVERED STOLEN VEHICLE,600 Blk Washington Blvd ,A stolen Hyundai was recovered.,,,,,,,,,,
,9/12/23,THEFT FROM AUTO,15100 Blk Baltimore Ave,A purse was stolen from a vehicle.,,,,,,,,,,
,9/13/23,THEFT FROM AUTO,14700 Blk Fourth St ,A wallet was stolen from a vehicle.,,,,,,,,,,
,9/13/23,THEFT REPORT,100 blk Bowie Rd,Two females were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/13/23,THEFT REPORT,14200 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/13/23,THEFT REPORT,15100 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT REPORT,1000 Blk Fairlawn Ave,Two females were observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT FROM AUTO,14700 Blk Baltimore Ave,A wallet was stolen out of a vehicle.,,,,,,,,,,
,9/14/23,THEFT REPORT,600 Blk Washington Blvd ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT REPORT,15100 Blk  Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,DUI ARREST,Montrose Ave / Fifth St,A female was arrested for driving under the influence. ,,,,,,,,,,
,9/15/23,THEFT FROM AUTO,14100 Blk Yardarm Way ,A tag was stolen off of a vehicle. ,,,,,,,,,,
,9/15/23,THEFT REPORT,300 Blk Montrose Ave,A male stole a tip jar. ,,,,,,,,,,
,9/15/23,ATTEMPTED AUTO THEFT,500 Blk  Main St,An unknown suspect attempted to steal a vehicle. ,,,,,,,,,,
,9/16/23,THEFT REPORT,500 blk Seventh St,A computer was stolen.,,,,,,,,,,
,9/17/23,THEFT FROM AUTO,900 Blk Fifth St ,Two purses were stolen from a vehicle.,,,,,,,,,,
,9/17/23,THEFT REPORT,300 Blk Washington Blvd ,A customer fled without paying for services. ,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,1 Blk Woodland Ct ,Rims were stolen off of a vehicle.,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,14000 Blk Vista Dr ,Three vehicles were broken into and had items stolen. ,,,,,,,,,,
,9/18/23,ATTEMPTED AUTO THEFT,9400 Blk Spring House Ln,An unknown suspect attempted to break into a vehicle. ,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,7800 Blk Contee Rd,A parking pass was stolen out of a vehicle.,,,,,,,,,,
,9/18/23,BREAK IN REPORT,14600 Blk Philip Ct ,An unknown suspect broke into a vacant residence. ,,,,,,,,,,
,9/18/23,ARMED ROBBERY,1000 Blk Washington Blvd ,A victim was robbed at gunpoint.,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,400 Blk Prince George St,A wallet was stolen out of ,,,,,,,,,,